Product Description,Product Category
Rena Germany Knife Sharpening Rod - Stainless Steel Knife Sharpener - Knife Sharpener Stone - Serrated Knife Sharpener Stick (8 inch) Size:8 IN   Blade made from Magnetic St Steel AISI 420J2 grade Stainless Steel material. Designed and built exclusively for the tough day-to-day demands of the commercial and home kitchen.,Home Appliances
"Dizen Star 5D Polyester Shaggy Carpets, Carpets for Living Room, Rugs and Carpets-5 X 7 Feet Size:5 x 7   Dizen Star Polyester Shaggy Carpets are Machine Tufted using 100% Polyester Yarn. These offer great value for money and can be easily cleaned. The classic designs and good color combinations in this range are easily used in most setting. With a soft stuff and a rich on-trend color, this shaggy rug will accent any home decor from bold to subtle and everything in between. The shaggy style carpet is made of polyester, so it is thick and soft.Add this shaggy carpet to any room and create a super luxurious look. We are manufacturer of home textiles for last 35 years and Dizen star brand is our endeavor to bring international designs and quality to Indian customers.Features: NON-SLIP: Anti-slip back surface for hard floors lock and keep carpet in place.Top Layer: Fur Finish (Very Soft to Touch)Back Side: (Non Slipper) Solid back side.Soft and plush to walk on, Perfect for your home, office also living room, Dining Room, Kitchen, Bedroom, Entrance, and Hallway.Dust cleaning, easy to clean, you can clean by domestic broom, dust collector.Note: - Color may be slightly different as shown Due to Photographic effect.Weight as per Size :- Size 3x5= 6Kg Weight Approx.Size 4x6= 9Kg Weight Approx.Size 5x7= 13Kg Weight Approx.Feedback & Amazon Seller Rating - We always strive for 100% customer satisfaction and we love to leave positive feed backs to our customersIf you have any question, you are more than welcome to contact us –shivshaktitraders.pnp@gmail.com, +91 72064-00020 Please also review our Brand New Amazon Store for other Home Products. Carpets - Doormat – Runners – Laundry Baskets – BedSheets - Curtains – Cushions.",Furniture
"Allin Exporters Ultrasonic Humidifier and Purifier Cool Mist with LED Light (2.4L, Pink)",Home Appliances
"Okayji Carbon Steel Springform Tin Cake Mould Mold Heart Round Square, 3-Pieces Ideal for making cakes with a lose base and spring form quick release clasp leaving your cake in perfect condition. Ideal for removing cheesecakes. Perfect for delicate cheesecakes. Quick release metal buckles. Non stick finish baking tins removable bottoms in spring form design ensure you can serve in style easy spring release clip. Take your baked treats straight from oven to party.",Home Appliances
"NCC: Handbook of NCC Cadets for 'A', 'B' and 'C' Certificate Examinations ""The present book on NCC is published for the benefit of all the cadets of National Cadet Corps. The book covers all aspects of NCC training in appropriate detail and comprises the latest study material on both common and specialised subjects with exhaustive exercises. Solved Model test papers are also provided in the book to make the readers familiar with the test-pattern of NCC Certificate Exams. Detailed answers have also been provided for better understanding of readers. The book concisely covers all aspects of NCC training and exams such as : NCC–At a Glance, Drill & Commands, Weapon Training, Map Reading, Field Craft & Battle Craft, Obstacles Training & Adventure Activities, National Integration, Civil Defence & Disaster Management, Social Awareness, Health & Hygiene, Yoga & Aasnas, Home Nursing, Posture Training, Self Defence, Environment & Ecology, Famous Leaders of India, etc. There are separate units in the book on A Career in Defence Services, Defence Services, Leadership & Personality Development, Services Tests & Interviews, General Awareness, History of India, etc. The book, with a simplified and reader-friendly approach, has been prepared under the active guidance and supervision of a panel of experts in the field. The sole aim of the book is to turn the young school and college students into full-fledged cadets of NCC. "" _CONTENTS_:- NCC Model Paper I & II; NCC: At A Glance; Defence Services; Drill & Commands; Weapon Training; Map Reading; Field Craft & Battle Craft; Obstacles Training & Adventure Activities; A Career in Defence Services; Services Tests & Interviews; National Integration; Leadership & Personality Development; Civil Defence & Disaster Management; Social Awareness; Health and Hygiene; Yoga & Asanas; Home Nursing; Posture Training; Self-Defence; Environment and Ecology; Famous Leaders of India; History of India; General Awareness; Solved Questions for NCC Exams; Test Your Knowledge.",Books
"Chef's Garage 2 Slot Kitchen Knife Sharpener with Diamond Coated Wheel - for Straight and Serrated Knives (Black) If you want to restore the sharpness of old knives then “Chef’s Garage” is the perfect choice. It has two wheels (sharpening section) – both of which help to sharpen your dull knife. First Wheel is diamond coated coarse sharpening section. This wheel provides a double edge finish which will last much longer than the current one. It is actually titled slightly at an angle so that when the knife is pulled, the edges will be sharpened each side of the knife. And the second wheel is known as ceramic system which is designed to sharpen the knife. Apart from that, it also repairs small nicks and imperfections present on the edge of the knife. This is section is also suitable for sharpening serrated knives.Key Features:Very easy to use.Non-slip base for added stability and control.Its ergonomic design provides utmost comfort and easy grip.Small in size 20 x 7 x 7 cms.Weights less - 250 gramsHow Does It Work ?Insert the blade in the first slot a diamond coated wheel (Also known as coarse slot black in color) to shape the angle of your knife's blade.Pull the knife straight back towards approximately 10 times.The second ceramic honing wheel (Also known fine slot white in color) polishes your knife revealing a smooth, clean blade from spine to the edge of knife.Pull the knife straight back towards approximately 10 times.If blade is still dull repeat these steps until blade is sharp.",Grocery
Hanes Men's Calf Socks (Pack of 3) A pack of 3 full length argyle pattern business casual socks.,Clothing
"Love Is Simple                                                                                                                                                                                                                                                                                                                                                                                                                 CD, Import First pressing of the CD comes with a bonus DVD in deluxe fold out double digipak. Long awaited new full length this New York four piece; this album was recorded with Andrew Weiss (Rollins / Ween) and really does capture the sonic diversity and power of the Akron / Family live experience which is one of the greatest live experiences around right now. Unrelated reference points for the melting pot are The Band, The Hollies, The Butthole Surfers, Pink Floyd (pre-'Dark side of the moon'), Led Zeppelin, Grateful Dead; Akron / Family create an almost perfect four-piece sound. They wield a potent psychedelic rock that careens with full force from almost gospel chanting mantras to wigged out free rock, and still encompassing a warming melodic pop glow throughout. The DVD is a film entitled 'The great american mess', live footage, etc of the Akron / Family at work!",Electronics
PDPET-524 Pedagogy of Elementary School Subject ( Help book of PDPET-524 in English Medium) PDPET-524 Pedagogy of Elementary School Subject   Chapters:-Chapter-1 Concept and Nature of Pedagogy Chapter-2 Learning and Teaching during Early Schooling Chapter-3 Factors Affecting Learning Chapter-4 Pedagogy of Hindi Chapter-5 Pedagogy of Social Science Chapter-6 Pedagogy of Mathematics Chapter-7 Pedagogy of Science Chapter-8 Pedagogy of EVS,Books
Organic Home Gardening Made Easy “ORGANIC HOME GARDENING made easy” opens up the avenues for amateur gardeners to fulfill their hobby of gardening ‘in harmony with nature’ which in real sense is organic home gardening.,Books
"Adorn India Aspen Three Seater Sofa Cum Bed (Brown and Beige) The new modern design sofa with a multicolor combination. This sofa will make your home look beautiful. The new tufted design sofa bed comes with multicolor cushion and bedding that is smooth and comfy. Easy click clack spring India mechanism unfolds the sofa into a bed in an instant with ease. This sofa is distinctively designed and manufactured using good quality raw material such as solid wood, high density foam and fiber, velvet and chrome legs and experienced manpower.",Furniture
"Eve's Beauty Women's Suit Slip Eve's Beauty women's suit slip or tank top is an undamaged, unopened product. It is a skin friendly item and does not shrink after wash.",Clothing
"Gerber 31-001773 Bear Grylls Survival Bracelet functional as both a critical survival tool and a fashion statement, the survival bracelet includes 12 feet of paracord in a stylish double cobra weave pattern. with truly one-hand size adjustability and a custom made survival whistle, the bear grylls survival bracelet is the most functional accessory you can put around your wrist.",Sports & Outdoors
"Baskety Stainless Steel Garlic Press And Peeler Set These kitchen utensils are built with the highest quality materials: Solid Stainless Steel both for garlic press and garlic rocker. If you are looking for utensils that will last a lifetime, you have found them. Simply pop in an unpeeled garlic clove into the Garlic Press, squeeze the two handles and see the beautifully crushed garlic mince all coming out for the holes effortlessly. Add delicious fresh minced or sliced garlic to all your meals in seconds. Once you find out how quickly you can produce your own fresh garlic mince, you’ll be adding to everything.",Grocery
"Noise ColorFit Pro Fitness Watch/Smartwatch/ FitnessBand | Bluetooth Smart Band with Detachable Strap | Wide Screen Waterproof | Sports and Activity Tracker | Camera and Music Control Features for Android and iOS Devices New ColorFit Pro:Noise brings to you the new ColorFit Pro, the all-new colorful metallic premium finish LCD anti-scratch display, equipped with fitness tracker and other features to help your start your fitness journey.Key Features:Monitor your daily fitness with Dynamic Heart Rate and Blood Pressure Monitor, Oxygen Level, Sleep Monitor, Pedometer updates on the LCD colored display. Keep your fitness on track by getting constant updates with the Multi-Sports Mode like running, walking, cycling, skipping, badminton, basketball, football. Stay in touch with the notifications for calls, messages, other notifications like whatsapp, instagram, facebook, etc and weather updates. Control your camera and music player remotely from the band. Improve your performance by timing your workout with the stopwatch. And to get the maximum output out of the band, adjust the screen brightness.USB Charger:ColorFit Pro comes with magnetic charging. Simply plug in the charging clip to the back of the Smartwatch to charge and plug the charging cable into the adapter or USB port on your computer.Disclaimer Mode:Do not charge the Smartwatch in wet condition.Device is IP68 waterproof, which means it provides protection in water up to 1.5 meters deep for half an hour.NOTE: Product does not support waterproof in hot water bath, sauna, spa, etc.The test result for heart rate, BP and SPO2 is for reference only. Cannot be used as medical data.Warranty: We offer 1 Year manufacturing warranty from the date of purchase/delivery.",Electronics
"Nilkamal Gem Mirror Cabinet (Ivory) Size:Standard                                                                                 |                            Color:Ivory   The product features a clever design, where a mirror conceals a number of racks and shelves of different sizes, wherein you can keep a variety of regular use products. It comes with beautiful white finish that can complement all kinds of home dcor. The versatile mirror cabinet has been designed to take lesser space in your bathroom, comes as a single piece that can be easily taken and mounted to the wall.",Furniture
Fruit of the Loom Women's Plain Cotton Boy Shorts,Clothing
"Fashion World Flex Tape - Super Strong Flex Leakage Repair Waterproof Tape for Garden hose pipe water tap Bonding Rescue quick repairing Quickly stop leak Black 4"" X 5' FLEX TAPE is a super strong, rubberized, waterproof tape that can patch, bond, seal and repair virtually everything! FLEX TAPE is specially formulated with a thick, flexible, rubberized backing that conforms to any shape or object! FLEX TAPE can be applied hot or cold, wet or dry, even underwater! FLEX TAPE instantly seals out water, air and moisture to create a super strong, flexible, watertight barrier! FLEX TAPE comes in black and white and in three sizes: is 4"" X 5', 8"" X 5' & 12"" X 10'). It's extra wide size allows you to quickly cover large cracks, gaps and holes! FLEX TAPE is UV resistant, environmentally friendly, VOC-free and has a wide temperature range so it can be used in extreme weather conditions! *FLEX TAPE adhesives may resist bonding to the following surfaces: Plasticized materials, siliconized, greasy, oily, dirty or porous surfaces, waterproof or water-repellent materials and fabrics. Always test before use.",Home Appliances
Science and Technology for UPSC and State Civil Services Examinations About the Author PrepMate.,Books
"Charm Kingdom Girl's Princess Dance Tutu Gauze Dress Skirts Size Information: S(0-1Y): Tiled Waist 22cm/8.7"", Stretched Waist 35cm/13.8"", Length 22cm/8.7"" M(2-4Y): Tiled Waist 24cm/9.5"", Stretched Waist 42cm/16.5"", Length 25cm/9.8"" L(4-8Y): Tiled Waist 26cm/10.3"", Stretched Waist 49cm/19.3"", Length 28cm/11.0""",Clothing
"Weavers Villa Soft Pure Viscose Autumn/Winter Season Stoles, Shawls This premium classic stole is a simple item of clothing. Be it summers or winters, this beautiful, gorgeous, fashionable soft stole is the perfect finishing touch to almost any outfit. It is the perfect fashion accessory for any season, event or occasion! It is lightweight, super soft and comfortable, yet can provide real warmth on a chilly evening. Long scarf with 3"" hand knotted tassels at each ends. THINK TRENDY. BE TRENDY.",Clothing
"Ultimate Outdoors Cooking Tool, 6-in-1 Multitool for Camping, Boating, Hiking - Contains Knife, Peeler, Corer, Grater, Pitter and Reamer prepara's camping cook's tool is a must have item for any outdoorsman. equipped with seven different tools, each with their own specific function and all housed in a compact body that doubles as a citrus reamer, this is the perfect swiss army knife for outdoor cooking. whether camping, hiking, or boating, this multitool has got you covered. grater: while the grater tool works great for any cheese, it's also amazing for zesting lemons and grating ginger. serrated peeler: this peeler will work wonderfully for any standard application, like potatoes or apples, but because this peeler has a serrated edge, it will work on literally anything from a potato to a soft ripe peach or tomato. versatility is key in the wild. paring knife: with a 2"" solid steel stainless steel blade, the paring knife contained in this tool is tough enough to handle anything you throw at it, but sharp enough to handle any job with precision. apple corer: the serrated tip and ergonomic design make the apple coring tool the best way to remove cores and seeds quickly and easily. strawberry huller //cherry pitter: simply extend the strawberrry huller tool and pass it through the bottom of the strawberry to remove the core and stem! works amazingly for cherries and olives as well!",Sports & Outdoors
"Duracell High Speed 5001378 Advanced Charger with 2 AA (1300 mAh) and 2 AAA (750 mAh) Rechargeable Batteries (Green) Style name:High Speed Advance Charger   When you’re always on the go, you just don’t have time to wait for batteries to charge. Whether you want to keep your kids entertained with a fully charged video game controller, or take endless snapshots of your exciting life – you need batteries you can rely on everywhere you go. The Duracell Advanced Charger is your fast and portable solution to help keep you going instead of having to stop because of empty batteries. This high-speed charger can charge 2 AA batteries in just 45 minutes**. For those moments when you need your batteries to be ready, it gives you up to four 4 of use in just 15 minutes of charging*. Its nine safety features make sure that you can keep going without any worries. This charger comes with Duracell’s 10-yearguarantee, so you can rely on Duracell’s long-lasting power every day. Go on living your life in the fast lane and let your batteries accompany you – wherever you go.*When charging 2 AA batteries. Results vary by device and usage patterns.**Approx. 85% of full charge when using Duracell 1.300 mAh AA NiMH batteries.",Electronics
"cello. Stainless Steel Quick Boil 900 Electric Kettle (1Ltr, Black, Silver) Cello Quick boil 900 is come with Autoff. Pull lid opening. Wide Mouth for Easy Cleaning.",Home Appliances
Goodway Boys Pack of 5 Mom and Dad Theme Printed T-Shirts(JB5PCKM&D-1_Multicolor) Made out of Superior Quality Cotton Fabric in 180 Gsm. Tees are designed perfectly in Summer colours with Soft Jersey Fabric. Fresh Designs will keep you on top outlook in your Team.,Clothing
"SojoS Cat Eye Mirrored Flat Lenses Street Fashion Metal Frame Women Sunglasses SJ1001 FIND SojoS Vision WORTH TO TRY AND TRUST   SojoS Vision loves the sunshine, natural beauty, and of course - beautiful eyes. We design each of our glasses with comfort, lift, and spirituality in mind to fit your lifestyle.   Our name was inspired by the secret in your eyes, coming from the Spanish ‘ojos’ (eyes).   There is truly a story behind everyone’s eyes, and we take pride in creating beautiful eyewear that not only protects, but showcases the mystery of your eyes.   We believe...    Different eyewear should bring you different emotions, and match your personality and lifestyle.   ‘The best doesn’t always mean the most expensive - everyone has their own preference!    Beauty follows you here.   WHAT YOU GET  Sunglasses * 1  Soft Microfiber Pouch * 1  Soft Glasses Cloth * 1  Exquisite Packaging * 1   HOW TO CARE  To avoid damage, never clean your sunglasses with paper towels or clothing, and also avoid using household detergents or soaps. While a few mild soaps don't harm lenses,  today's extra strength soaps are powerful enough to slowly disintegrate lens.   FIND OTHER SojoS Vision SUNGLASSES https://www.amazon.in/s/ref=nb_sb_noss_2?url=search-alias%3Daps&field-keywords=sojos   ADD TO CART RIGHT NOW!",Jewelry & Accessories
"They Poured Fire on Us From the Sky: The Story of Three Lost Boys from Sudan From Booklist In a harrowing account of children at war, three young refugees in California--Alephonsion Deng, Benson Deng, and Benjamin Ajak, two brothers and a cousin--remember how they were driven from their homes in southern Sudan in the ethnic and religious conflicts that have left two million dead. They tell their stories quietly with the help of their mentor, coauthor Judy Bernstein, in clear, interwoven narratives that put a personal face on the statistics. Barely six years old when they were torn from their families in the 1980s, the three boys witnessed unspeakable atrocities and trekked nearly 1,000 miles, until finally they found refuge in a camp in Kenya. (A map of their journey would help). Always, the children have the same dreams: to find those they love and to go to school. Now the U.S. has taken them in, along with about 3,000 other lost boys of Sudan, living in 30 cities across the country. With their anguish, for these refugees, there is also the miracle of their reunion and finding home. Hazel RochmanCopyright © American Library Association. All rights reserved  Review ""A moving, beautifully written account, by turns raw and tender...In language elegant with understatement and metaphor."" -- Los Angeles Times, June 13, 2005""An amazing account of boys who managed to survive a terrifying ordeal...a kind of haunting beauty to their story."" -- Rocky Mountain News, June 10, 2005""In this tender and lyrical story, the world of... Africa's most desperate children-running away from war...is vividly evoked."" -- Emily Wax, Washington Post Book World, 8/21/05""The soft plainness of the...writers' voices, combined with their moral insight, throws...surreal danger and strife into sharp relief."" -- San Diego Union-Tribune, June 12, 2005""[The boys'] accounts...have been skillfully put together in a narrative...The result is both fascinating and immediate..."" -- Caroline Moorehead, New York Review of Books, December 1, 2005""conjures up... a world governed by traditions, rituals, seasons, weather, and obligations...."" -- New York Review of Books, December 1, 2005BBBernstein has skillfully woven their tales into a sequential account. -- The Hartford Courant, July 24, 2005It is a wise and sophisticated examination of the arbitrary cruelties and joys of being alive. -- Minneapolis Star-Tribune, June 5, 2005TTThe triosssssssss lyrical eloquence, combined with the gut-wrenching clarity of their recollections, powers this testament to human endurance.  -- East Bay Express, July 27, 2005TTThese authors made it to the U.S . after their personal horror Their lives are still not easy, but they endure. -- Book Page, July 2005               See all Product description",Books
"AKIN TOWEL Cotton Hand Set 500 GSM (40x60cm, Multicolour) - 6 Piece AKIN TowelS Experience Spa-like pampering at home with this luxurious Six-piece hand towel Set by Akin Towel. Leave the neatly folded towels out for visitors to help create a welcoming guest room, or hang the hand towels in a master bath for opulent everyday use. The six-piece hand towel set also makes a thoughtful idea for, home owners, or anyone in need of lavish luxury. Machine Washable: Toss the towels into the washing machine and then into the dryer for convenient, hassle-free home care and clean, fluffy results every time. With each wash and dry, the towels will continue to get even softer. Soft, Absorbent, Egyptian Cotton: Woven with Egyptian cotton, the six-piece hand towel set not only feels exceptionally soft against the skin, but it also soaks up water quickly, whether drying your face and hands or drying off after stepping out of the shower or a hot soothing bubble bath.",Home Appliances
"Centaur Review ""Beautifully written and genuinely revealing. It is brilliant. A work of art, Centaur has a rhythm all of its own but more than that, it has an immense depth of soul and spirit. Declan has been brave enough to show himself raw, at his most vulnerable, and Ami has been clever and empathetic in her telling of the story. Together they have made magical music. The rhythm of the prose reads like a Declan Murphy-ridden race: beautiful and steady, balanced and spiritual before unleashing its dangerous sprint to the line."" (Clare Balding)""Emotional and honest, Centaur is an unflinching look at how Murphy 'came back from the dead' and the heavy price extracted for doing so. Centaur is a book haunted by ghosts: lost careers, lost memories, lost friendships and, most devastatingly of all, lost love... Not only a certain candidate for the William Hill sports book of the year but also sure to be on many non-sports fans' end-of-year lists."" (Sarah Hughes Observer)""Heart-rending... a page-turner."" (The Times)""Wonderfully written... very moving."" (Brough Scott)""Primal, heartbreaking and inspirational. The story of triumph, fear, love and loss, it's a remarkable testament to beating the odds and reclaiming a life in the most dire of circumstances."" (Booktime) 				    	 					 Book Description The stunningly evocative and extraordinary memoir of the jockey who came back from the dead, of memory, loss, and the bond between man and horse. 				    	 					              See all Product description",Books
"Dali Zensor Pico Vokal 4.5"" Woofer Centre Channel Speaker - Black Ash Vinyl A 'proper' speaker in miniature, the Dali Zensor Pico Vokal is ideal for smaller rooms and tight spaces. Measuring just 230w x 141h x 196d, the Zensor Pico Vokal has a footprint little bigger than a DVD case and a width that's half that of many conventional centre speakers. Another great benefit is the ability to be able to place the speaker close to a wall without seriously affecting the sound. The ideal compact centre speaker, the Dali Zensor Pico Vokal completes the high performance but compact Pico AV speaker package to perfection. The ZENSOR PICO VOKAL is an ultra compact high quality center speaker with a very small footprint. Using technologies known from the award winning ZENSOR series in a perfect match between woofer and cabinet volume the ZENSOR PICO VOKAL delivers astonishing detailed, coherent and full sound. Despite the compact size, the Zensor Pico Vokal offers the same impressive family sound that's made the Zensors such popular speakers. Zensor signature features include the light and stiff wood fibre woofer cone that delivers a punchy yet detailed sound. Also familiar is the soft dome tweeter unit, offering the perfect balance between clarity and smooth refinement. Together they make the ideal combination for natural-sounding vocal reproduction. The solid cabinet has an attractive glossy front baffle, with recessed drive units for a smoother style. The silver trim makes the drive units stand out or you can go for a more discreet look by attaching the standard grille. The small speaker with the big voice, the Dali Zensor Pico Vokal speaker is a miniature marvel.",Electronics
"Holme's Pre Filter housing Kit Exclusive for Dolphin/Aquagrand /Reviva/Aquafresh Water Purifiers This is a Pre filter housing unit in which you can install in any RO/UV Water purifier. Your tap water would be pre-filtered first before being filtered again in your water purifier. In addition to filtering out a particular contaminant this may also extend the life of the filter in your water purifier. This housing unit has standard Œ"" fitting holes. Use this to pre-filter water for enhancing the life of RO machine. Must for RO/UV Machine. Benefits of Installing Pre-Filter 1. It stop mud, rust, silt and all physical impurities from raw water 2. It enhances life of your water purifier RO Membrane and all in line filters 3. Reduces RO Membrane damage and save money. Usage:We recommends, it needs to be installed by an expert/Technician.The O Ring & PP SPUN Filter is well fitted inside the Pre Filter housing.You need to well wrap the connectors & the cap(If necessary) with the teflon tape(To avoid the Water Leakage), before fitted into Pre Filter.The Inlet water pipe supply must be ON, before fit the Pipe into the Bowl filter, it will avoid the air to the Pre Filter.The Pre Housing Filter is not suitable above 3-4 floors, as there is high water & air pressures.",Home Appliances
"FiiO M3K HiFi Metal Shell Music Player with Digital Voice Recorder (Black) Colour:Black   Up to 2TB of storage expansion: The M3K supports micro-SD cards for storage expansion, up to a massive 2TB (When they become available. ) You no longer need to worry about what music to take with you simply just take everything.",Electronics
"Campus Sutra Women's Cotton Sweatshirt Black Wearing this Women's Hoodies from the House of Campus sutra and Its keep you warm in the Cool Season. This Hoody is made of Smooth Cotton, the cotton fabric of hoodie spells pure comfort and warmth. Fetch a casual and cool look for yourself by teaming it with a pair of jeans and sneakers",Clothing
International Mathematics Olympiad Work Book (IMO) - Class 7 for 2018-19,Books
"Homesake Maple Leaf Wall Mount with 3 Votive Wall Candle Holder and Free Tealight Candles, Red Light up your home like never before. This season bring rustic look of autumn to your home. Dry maple leaves making a time-less and gleaming t-lights placed inside concoct a masterpiece. Hand crafted from iron and black powder coated to give it unique finish and long life. The brown-golden leaves are hand painted to give them a natural feel. This piece comes with three votive with colour choices, to suit your home decor. Just light the votive and let your walls glow with the rich colour.",Furniture
"Prestige PRM 3.0 900-Watt Roti Maker (Silver) Non-stick coating, Adjustable temperature knob, power indicators, shock proof base, 900 watts power, one year warranty, compactly designed.Manufactured By: M/. Saravsoyi Appliances Llp, (Exclusively For TTK Prestige Ltd.), Registered Office: 1St Floor, 9-12, Fouzi Complex, Village Bhillanwala Labana, Baddi Bbn, District: Solan , Himachal Pradesh. Made In India  Note:Note: Incase of any issue with the product, kindly contact brand at 1800-123-334411.",Home Appliances
"Think and Grow Rich (Think and Grow Rich (Audio)) About the Author Napoleon Hill (1883-1970) was born in a one-room cabin on the Pound River in Wise County, Virginia. He began his writing career at age 13 as a ""mountain reporter"" for small town newspapers and went on to become America's most beloved motivational author. His classic work, Think and Grow Rich, continues to inspire millions to believe and achieve and is a cornerstone of the modern self-actualization movement. Before passing, Hill established the Foundation as a nonprofit educational institution whose mission is to perpetuate his philosophy of leadership, self-motivation, and individual achievement.",Books
"Periodontics Revisited About the Author Shalu Bathla MDS Gold Medalist Reader, Dept of Periodontology and Oral Implantology, MM College of Dental Sciences and Research, Mullana, Ambala, Haryana, India",Books
"Bianca D`Ross Solid 4 Piece 380 GSM Cotton Hand Towel Set - Red and Navy Blue Color Name:Red/Navy Blue   A towel in pure cotton to add to the freshness of your day, and a lively add to the brightness of your bathroom, this Bianca bath towel will suit your lifestyle perfectly well.",Home Appliances
"Mamta Decoration Sheesham Wood Center Table for Living Room | Coffee Table |for Home & Office | Finish Olive Gray Color:Finish | Olive Gray   The extraordinary blend of light and dark in the grains of their solid cocktail table flow over the surface, and in and out of the accordion style stacked pedestal base. Lustrous in their Dara olive gray finish, what an impact this will make on any decor.Assembly : We encourage self assembly of products to help customers better & completely understand thed product they buy. We encourage self assembly of products to help customers better & completely understand the product they buy.",Furniture
"Nite Flite Women's Starry Nights Cotton Pyjamas (LT-256) Yet another pair of pretty Pyjamas from nite flite meant for starry nights. Crafted from 100% cotton, featuring a trendy star print all over in a classic colour combination. Contrast satin bow, elasticized waistband and side pockets are added details. Wearable in all seasons, and a comfortable, stylish pick for relaxing at home.",Clothing
"Jaypee's Nurses' Dictionary for Nurses and Allied Healthcare Professionals About the Book A concise and complete text. More than 250 new entries. Contains most common and latest terms and terminologies. 65 new figures are added, explaining procedures, investigations and pharmacological agents in brief. New appendices, including Abbreviations, Karnofsky's index, and normal hematological values have been added. Serves as ready reference to all nursing community.",Books
Sirui P-204SR Aluminum Photo/Video Monopod Load Capacity: 8 kg / 17.6 lb Max Height: 63″ / 1600mm Closed Length: 26.8″ / 680mm Sections: 4 Weight: 1.5 kg / 3.3 lb Removable Base Converts to Mini Tripod 360° Panning Hand Grip Rubber and Spiked Foot Sturdy Aluminum Alloy Build Sirui India 6 Years Limited Warranty.,Electronics
"Isoelite RMADU138 Remote for Sony AV Music System Remote-Control and DVD Player Isoelite Remote is an absolute essential for your Sony AV / Music System & DVD Player. Isoelite remote control with plastic body and soft rubber keypad. Remotes Complete checked by Testing Machine. It is powerful enough for you to operate from a long distance and convenient to use. the remote and enjoy accessing all the control. Equipped with different buttons and controls, the remote lets you adjust settings of your air conditioner. The remote has a compact and lightweight design that makes it easy to manage. It has an ergonomic handle that provides you a precise grip. Composed from grade materials, the remote is durable. Battery Precaution: Use Only AAA size Batteries. Remove them when the Remote is not in use for Longer Period of Time. Make sure that the Batteries are inserted properly.",Electronics
"Amkette Wi-Key Plus 2.4 GHz USB wireless keyboard & mouse combo for PC, Laptop and Devices with USB Support (Black)",Electronics
"QXN Pro - Micro SD TF to SD Card Kit Mini Adaptor for Extra Storage MacBook Air/Pro/Retina, XPS 13, Raspberry Pi Micro SD TF to SD Card Kit Mini Adaptor for Extra Storage Macbook Air / Pro / RetinaSupport Micro SD / Micro SDHC / Micro SDXC (The memory card not included)Color: White;Length: 20mm approximatelyShort Body SD card kit for Apple Macbook (Please make sure your macbook with SD card slot first)Work for:;MacBook Pro 13: Mid 2009, 2010, 2011, 2012, 2013, 2014;MacBook Pro 15: Mid 2009, 2010, 2011, 2012, 2013, 2014;MacBook Pro 17: Mid 2012, 2013, 2014;MacBook Air 13: Late 2010, 2011, 2012, 2013, 2014:: This adapter is NOT for 13"" Retina model and MacBook 15 inch retina 2013 onwards, for that models you need a different adapter;",Electronics
Procus Rush 2.0 16MP 4K HD Action Camera Waterproof with Wi-Fi Full Pack (Black),Electronics
Dental Materials: Clinical Applications for Dental Assistants and Dental Hygienists Review Cement your mastery in dental materials principles and practice,Books
"Uniquedealz Nylon Multi-Purpose Waterproof Foldable Travel Shoe Pouch (Multicolour, 420) * Use this as Socks, Cosmetic, footwear, towel, swim suit, undergarments, sunglasses and other Toiletries Storage high quality Sturdy and durable nylon polyester material, Waterproof Bag Pouch Organizer. * Non-Woven Shoe Bag. Can easily hold one pair of slippers and a pair of shoes. * Package Contain: 1 Piece Shoe Pouch. * Shoe Storage Travel Tote Bag, Portable Rack Foldable Organizer to organizer very easily in your luggage to make your life more convenient. * Meticulous stitching and beautiful outline, Nylon zipper and Plastic pulling-head, zipper design. * Breathable Mesh Design, Sturdy Handle: Convenient for carrying. * Stores and retains the actual shape of the shoe. Perfect for leisure trips, business trip, weekend trips, outdoor sport. * Features a special slot for slippers/flip flops. * Looks like brand new even after couple of washes. * Keeps the original form of your shoes. Does not take up too much space or weight. * No need keeping your shoes in untidy plastic bags with this travel show pouch. * Must have item for you to bring while you travel such as to the beach, pool or to change shoes after jog or gym. * EASY TO CLEAN: Absolutely washable and quick-drying. * The soft and light texture makes it easy to fit in any luggage bag.",Clothing
"Goldstroms women's Round Neck Maternity/Feeding/Nursing Tshirt/Top/Tee/Tunic Goldstroms Long Maternity/Nursing/Feeding Tee is designed with Hidden Vertical Zipper. Made of Super Soft 100% Combed Cotton Fabric which provides freedom from irritation and superior comfort. It can be used as both Pre and Post maternity wear and suits with pajamas, leggings and denims.",Clothing
Eccellente Bow TieFor Men and Boys -Click for More Options and Variety Great Indian Sale Diwali Offer (4-8Oct) Eccellente Bow TieFor Men and Boys -Click for More Options and Variety,Clothing
"Urban Ladder Twain Study Table with Storage(Cherry Melamine) Full marks. A classic desk with pared down trestle legs, the Twain study table is elegant in its simplicity. The generous table has room for you to spread out and the two deep drawers help keep a check on overflowing papers, files and more. There's plenty of space below for legs to stretch comfortably.  MDF table top with cherry melamine finish and lacquered legs.",Furniture
"The Communication Book About the Author Mikael Krogerus (author) Mikael Krogerus is a Finnish journalist who works as an editor on Switzerland's biggest weekly magazine, das magazine. Roman Tschappeler (author) roman Tschappeler is a creative producer based in Biel, Switzerland, who produces documentary movies, ad campaigns and art installations. Krogerus and Tschappeler met at school in Denmark and have written four books together the question book, the test book, the change book and the international bestseller, the decision book.",Books
